Symbol,Status,NextPayDate,DivYield,NextEstPayout,AnnualDividend,ExDiv
FANH,Declared,2021-03-30,0.0716,0.25,1.05,2021-03-30
FATBP,Declared,2021-03-09,0.0556,0.171875,1.122916,2021-03-09
FBIOP,Declared,2021-03-12,0.1206,0.1953125,2.734375,2021-03-12
FBNC,Declared,2021-03-30,0.0157,0.2,0.72,2021-03-30
FBOHY,Declared,2021-04-08,0.0129,0.430524,0.477773,2021-04-08
FBPRL,Declared,2021-03-12,0.0693,0.145833,1.74999599999999,2021-03-12
FBPRM,Declared,2021-03-12,0.0732,0.154167,1.850004,2021-03-12
FBPRN,Declared,2021-03-12,0.0725,0.151042,1.812504,2021-03-12
FBPRO,Declared,2021-03-12,0.0817,0.173958,2.087496,2021-03-12
FBPRP,Declared,2021-03-26,0.0707,0.148438,1.781256,2021-03-26
FBSI,Declared,2021-03-12,0,0.25,0,2021-03-12
FBSS,Declared,2021-03-11,0.0239,0.125,0.5,2021-03-11
FBTT,Declared,2021-03-25,0.0221,0.18,0.69,2021-03-25
FBVA,Declared,2021-03-31,0.0414,0.13,0.6,2021-03-31
FBVI,Declared,2021-03-26,0.0343,0.34,1.36,2021-03-26
FCAP,Declared,2021-03-15,0.0173,0.26,0.96,2021-03-15
FCNCA,Declared,2021-03-12,0.002,0.47,1.67,2021-03-12
FCNCB,Declared,2021-03-12,0.0022,0.47,1.67,2021-03-12
FCNE,Declared,2021-03-12,0.0789,0.05,0.15,2021-03-12
FCPT,Declared,2021-03-30,0.0429,0.3175,1.2325,2021-03-30
FCREY,Declared,2021-02-26,0,0.172836,0,2021-02-26
FDP,Declared,2021-03-09,0.01,0.1,0.3,2021-03-09
FDS,Declared,2021-02-25,0.0119,0.77,3.8,2021-02-25
FDX,Declared,2021-03-05,0.01,0.65,2.6,2021-03-05
FE,Declared,2021-05-06,0.0439,0.39,1.56,2021-05-06
FERG,Declared,2021-03-25,0,1.8,0,2021-03-25
FF,Declared,2021-05-28,0.0159,0.06,0.24,2021-05-28
FFG,Declared,2021-03-12,0.0349,0.52,2,2021-03-12
FFIC,Declared,2021-03-11,0.0351,0.21,0.84,2021-03-11
FFIN,Declared,2021-03-15,0.0102,0.13,0.51,2021-03-15
FFMH,Declared,2021-03-31,0.0255,0.21,0.84,2021-03-31
FFMR,Declared,2021-03-30,0.0307,0.33,1.29,2021-03-30
FFNW,Declared,2021-03-11,0.0293,0.11,0.4,2021-03-11
FFWC,Declared,2021-03-16,0.0234,0.25,0.96,2021-03-16
FGBI,Declared,2021-03-19,0.033,0.16,0.64,2021-03-19
FHN,Declared,2021-03-11,0.0344,0.15,0.6,2021-03-11
FHN-PR-A,Declared,2021-03-25,0.0583,0.3875,1.55,2021-03-25
FHN-PR-C,Declared,2021-04-15,0.0452,0.4125,1.23749999999999,2021-04-15
FHN-PR-D,Declared,2021-04-15,0.0287,0.7625,0.7625,2021-04-15
FHN-PR-E,Declared,2021-03-25,0.0364,0.40625,1.00208299999999,2021-03-25
FIISO,Declared,2021-03-18,0.0652,2.12,8.48,2021-03-18
FIISP,Declared,2021-03-18,0,0.75,3,2021-03-18
FINV,Declared,2021-04-06,0.0149,0.17,0.12,2021-04-06
FIS,Declared,2021-03-11,0.0096,0.39,1.4,2021-03-11
FISI,Declared,2021-03-18,0.0342,0.27,1.04,2021-03-18
FIX,Declared,2021-03-11,0.0058,0.115,0.425,2021-03-11
FKYS,Declared,2021-03-10,0.0453,0.01,1.08,2021-03-10
FL,Declared,2021-04-15,0.0121,0.2,0.7,2021-04-15
FLEW,Declared,2021-03-25,0.0267,0.5,2,2021-03-25
FLIC,Declared,2021-03-09,0.0366,0.19,0.74,2021-03-09
FLIR,Declared,2021-03-04,0.0123,0.17,0.68,2021-03-04
FLO,Declared,2021-03-04,0.025,0.2,0.6,2021-03-04
FLOW,Declared,2021-03-23,0,0.09,0,2021-03-23
FLS,Declared,2021-03-25,0.02,0.2,0.8,2021-03-25
FLXS,Declared,2021-03-16,0.0114,0.15,0.42,2021-03-16
FMBI,Declared,2021-03-25,0.0244,0.14,0.56,2021-03-25
FMBIO,Declared,2021-05-04,0.0415,0.4375,1.152,2021-05-04
FMBIP,Declared,2021-05-04,0.0478,0.4375,1.3125,2021-05-04
FMBL,Declared,2021-03-12,0.0143,27,108,2021-03-12
FMC,Declared,2021-03-30,0.0166,0.48,1.8,2021-03-30
FMFP,Declared,2021-03-18,0.0389,0.14,0.7,2021-03-18
FMNB,Declared,2021-03-11,0.0271,0.11,0.44,2021-03-11
FMOO,Declared,2021-03-29,0.019,0.25,1.5,2021-03-29
FNF,Declared,2021-03-16,0.0322,0.36,1.35,2021-03-16
FNFI,Declared,2021-03-11,0.0227,0.06,0.24,2021-03-11
FNFPA,Declared,2021-03-11,0,0.07,0.28,2021-03-11
FNV,Declared,2021-03-10,0.0083,0.26,1.03,2021-03-10
FOVSY,Declared,2021-03-24,0.0204,4.261533,2.426202,2021-03-24
FOX,Declared,2021-03-09,0.0111,0.23,0.46,2021-03-09
FOXA,Declared,2021-03-09,0.0104,0.23,0.46,2021-03-09
FPI,Declared,2021-03-31,0.0148,0.05,0.2,2021-03-31
FPI-PR-B,Declared,2021-03-12,0.0584,0.375,1.5,2021-03-12
FR,Declared,2021-03-30,0.0217,0.27,1,2021-03-30
FRC-PR-H,Declared,2021-03-15,0.0494,0.3203125,1.28125,2021-03-15
FRC-PR-I,Declared,2021-03-15,0.0506,0.34375,1.375,2021-03-15
FRFC,Declared,2021-03-05,0.0235,0.3,1.2,2021-03-05
FRG,Declared,2021-03-30,0.0285,0.375,1.125,2021-03-30
FRGAP,Declared,2021-03-30,0.024,0.46875,0.609375,2021-03-30
FRME,Declared,2021-03-04,0.0216,0.26,1.04,2021-03-04
FRT,Declared,2021-03-15,0.0397,1.06,4.22,2021-03-15
FRT-PR-C,Declared,2021-03-15,0.0481,0.3125,1.25,2021-03-15
FRTAY,Declared,2021-06-21,0,0.897375,0,2021-06-21
FSDK,Declared,2021-03-30,0.0264,0.56,2.24,2021-03-30
FSFG,Declared,2021-03-16,0.0097,0.18,0.68,2021-03-16
FSKR,Declared,2021-03-16,0.0556,0.55,1.1,2021-03-16
FSS,Declared,2021-03-18,0.0082,0.09,0.32,2021-03-18
FSUGY,Declared,2021-03-03,0.0747,2.280852,2.350144,2021-03-03
FSV,Declared,2021-03-30,0.0043,0.1825,0.66,2021-03-30
FTAI,Declared,2021-03-11,0.0443,0.33,1.32,2021-03-11
FTV,Declared,2021-02-25,0.0042,0.07,0.28,2021-02-25
FTV-PR-A,Declared,2021-03-12,0.0516,12.5,50,2021-03-12
FULT,Declared,2021-03-31,0.03,0.14,0.52,2021-03-31
FULTP,Declared,2021-03-30,0.0103,0.32,0.27,2021-03-30
FUSB,Declared,2021-03-11,0.0127,0.03,0.12,2021-03-11
FWRD,Declared,2021-03-03,0.0081,0.21,0.75,2021-03-03
FXLG,Declared,2021-03-08,0.0255,0.35,1.4,2021-03-08
G,Declared,2021-03-09,0.009,0.1075,0.39,2021-03-09
GAB-PR-G,Declared,2021-03-18,0.0488,0.3125,1.25,2021-03-18
GAB-PR-H,Declared,2021-03-18,0.0488,0.3125,1.25,2021-03-18
GAB-PR-J,Declared,2021-03-18,0.0521,0.340625,1.3625,2021-03-18
GAB-PR-K,Declared,2021-03-18,0.0489,0.3125,1.2847222,2021-03-18
GAINL,Declared,2021-03-17,0.0623,0.1328125,1.59375,2021-03-17
GAM-PR-B,Declared,2021-03-05,0.0552,0.371875,1.4875,2021-03-05
GASNY,Declared,2021-03-19,0.0625,0.150166,0.320844,2021-03-19
GATX,Declared,2021-02-25,0.0197,0.5,1.92,2021-02-25
GBERY,Declared,2021-04-16,0.0184,1.230932,1.159212,2021-04-16
GBL,Declared,2021-03-15,0.0041,0.02,0.08,2021-03-15
GBLI,Declared,2021-03-19,0.0351,0.25,1,2021-03-19
GCCO,Declared,2021-03-04,0.0178,5,20,2021-03-04
GCHOY,Declared,2021-03-08,0.0369,0.015141,0.173786,2021-03-08
GCMG,Declared,2021-05-28,0.0047,0.08,0.06,2021-05-28
GD,Declared,2021-04-08,0.0251,1.19,4.4,2021-04-08
GDL-PR-C,Declared,2021-03-18,0.0384,0.5,2,2021-03-18
GDV-PR-G,Declared,2021-03-18,0.0509,0.328125,1.3125,2021-03-18
GDV-PR-H,Declared,2021-03-18,0.0488,0.3359375,1.34375,2021-03-18
GE,Declared,2021-03-05,0.003,0.01,0.04,2021-03-05
GEBEY,Declared,2021-03-19,0.043,0.020638,0.051608,2021-03-19
GEBHY,Declared,2021-03-11,0.0369,0.104757,0.255531,2021-03-11
GEF,Declared,2021-03-18,0.0298,0.44,1.76,2021-03-18
GEF-B,Declared,2021-03-18,0.0442,0.66,2.63,2021-03-18
GEHDY,Declared,2021-04-21,0.0481,0.756715,1.575553,2021-04-21
GEL,Declared,2021-01-28,0.1664,0.15,1,2021-01-28
GFF,Declared,2021-02-17,0.0139,0.08,0.385,2021-02-17
GFI,Declared,2021-03-11,0.0162,0.213383,0.155655,2021-03-11
GFLU,Declared,2021-02-26,0.033,0.75,2.3333,2021-02-26
GGB,Declared,2020-12-22,0.0451,0.0328921,0.2306951,2020-12-22
GGG,Declared,2021-04-16,0.0102,0.1875,0.712499999999999,2021-04-16
GGN-PR-B,Declared,2021-03-18,0.049,0.3125,1.25,2021-03-18
GGO-PR-A,Declared,2021-03-18,0.0489,0.5,2,2021-03-18
GGT-PR-E,Declared,2021-03-18,0.0488,0.3203125,1.28125,2021-03-18
GGT-PR-G,Declared,2021-03-18,0.0496,0.3203125,1.3026042,2021-03-18
GGZ-PR-A,Declared,2021-03-18,0.0524,0.340625,1.3625,2021-03-18
GHC,Declared,2021-04-15,0.0098,1.51,5.85999999999999,2021-04-15
GILD,Declared,2021-03-12,0.0425,0.71,2.72,2021-03-12
GIPR,Declared,2021-03-12,0,0.325,0,2021-03-12
GIS,Declared,2021-04-08,0.0337,0.51,2,2021-04-08
GJH,Declared,2020-12-11,0.0607,0.31875,0.6375,2020-12-11
GJNSY,Declared,2021-03-25,0.093,0.873012,2.357081,2021-03-25
GLDI,Declared,2020-11-19,0.1267,0.1495,1.2172,2020-11-19
GLNCY,Declared,2021-04-22,0,0.12,0,2021-04-22
GLOG-PR-A,Declared,2021-03-30,0.0877,0.546875,2.1875,2021-03-30
GLOP,Declared,2021-02-05,0.2422,0.01,0.821,2021-02-05
GLP,Declared,2021-02-05,0.09,0.55,1.8775,2021-02-05
GLPI,Declared,2021-03-08,0.0567,0.65,2.5,2021-03-08
GLT,Declared,2021-03-31,0.0304,0.135,0.535,2021-03-31
GLU-PR-A,Declared,2021-03-18,0.0426,0.475,1.9,2021-03-18
GLU-PR-B,Declared,2021-03-18,0.0383,0.5,2,2021-03-18
GLW,Declared,2021-02-25,0.0215,0.24,0.88,2021-02-25
GMALY,Declared,2021-03-11,0.0517,0.52599,0.653488,2021-03-11
GMLP,Declared,2021-02-04,0.1351,0.0202,0.4648,2021-02-04
GMRE,Declared,2021-03-23,0.0594,0.205,0.8,2021-03-23
GMRE-PR-A,Declared,2021-04-14,0.071,0.46875,1.875,2021-04-14
GNBF,Declared,2021-03-16,0.0148,0.31,1.3,2021-03-16
GNGBY,Declared,2021-04-21,0.0058,0.362293,0.160336,2021-04-21
GNNDY,Declared,2021-03-18,0.0027,0.709732,0.649515,2021-03-18
GNT-PR-A,Declared,2021-03-18,0.0501,0.325,1.3,2021-03-18
GNTX,Declared,2021-04-08,0.013,0.12,0.48,2021-04-08
GNTY,Declared,2021-03-26,0.0226,0.2,0.78,2021-03-26
GOLF,Declared,2021-03-11,0.0146,0.165,0.62,2021-03-11
GOOD,Declared,2021-03-17,0.0732,0.12515,1.5018,2021-03-17
GOODM,Declared,2021-03-17,0.0692,0.1458333,1.7499996,2021-03-17
GOODN,Declared,2021-03-17,0.0632,0.138021,1.656252,2021-03-17
GORO,Declared,2021-03-10,0.014,0.0033333,0.0399999,2021-03-10
GOVB,Declared,2021-03-12,0.0252,0.12,0.29,2021-03-12
GPC,Declared,2021-03-04,0.0276,0.815,3.16,2021-03-04
GPK,Declared,2021-03-12,0.0167,0.075,0.3,2021-03-12
GPN,Declared,2021-03-11,0.0036,0.195,0.78,2021-03-11
GPP,Declared,2021-02-04,0.0841,0.12,0.835,2021-02-04
GPRK,Declared,2021-03-30,0.0038,0.0205,0.0619,2021-03-30
GRA,Declared,2021-03-01,0.015,0.33,0.899999999999999,2021-03-01
GRMN,Declared,2021-03-12,0.0187,0.61,2.4,2021-03-12
GROUY,Declared,2021-04-08,0,0.402143,0.351675,2021-04-08
GROW,Declared,2021-03-12,0.0038,0.005,0.03,2021-03-12
GRP-U,Declared,2021-02-26,0.0364,0.1983,2.1779,2021-02-26
GS,Declared,2021-03-01,0.0146,1.25,5,2021-03-01
GSBC,Declared,2021-03-26,0.0237,0.34,1.36,2021-03-26
GSK,Declared,2021-02-18,0.0564,0.627992,2.0504819,2021-02-18
GSL-PR-B,Declared,2021-03-24,0.086,0.546875,2.1875,2021-03-24
GTMEY,Declared,2021-02-22,0.0543,0.556284,2.192425,2021-02-22
GTN,Declared,2021-03-12,0,0.08,0,2021-03-12
GTN-A,Declared,2021-03-12,0,0.08,0,2021-03-12
GTPS,Declared,2021-03-12,0.0212,0.17,0.68,2021-03-12
GTY,Declared,2021-03-24,0.0512,0.39,1.5,2021-03-24
GUDDY,Declared,2021-02-19,0.0135,0.38195,0.17556,2021-02-19
GULRY,Declared,2021-03-05,0.0275,0.128955,0.64481,2021-03-05
GULTU,Declared,2021-01-28,0.0385,0.00031,0.001156,2021-01-28
GUT-PR-A,Declared,2021-03-18,0.0512,0.3515625,1.40625,2021-03-18
GUT-PR-C,Declared,2021-03-18,0.0517,0.3359375,1.34375,2021-03-18
GVA,Declared,2021-03-30,0.0132,0.13,0.52,2021-03-30
GVDNY,Declared,2021-03-29,0.0166,1.437249,1.286053,2021-03-29
GVFF,Declared,2021-03-19,0.0337,0.07,0.28,2021-03-19
GWAXY,Declared,2021-03-12,0.0321,0.1866,0.310122,2021-03-12
GWLLY,Declared,2021-02-25,0.0126,0.433195,0.353994,2021-02-25
GWRS,Declared,2021-03-16,0.0167,0.02434,0.28992,2021-03-16
HAIPF,Declared,2021-03-15,0,0.47654,0,2021-03-15
HAL,Declared,2021-03-02,0.0138,0.045,0.315,2021-03-02
HAS,Declared,2021-04-30,0.0279,0.68,2.72,2021-04-30
HASI,Declared,2021-04-01,0.0244,0.35,1.36,2021-04-01
HAWPY,Declared,2021-04-29,0.0314,0.454029,0.867939999999999,2021-04-29
HBAN,Declared,2021-03-17,0.0373,0.15,0.6,2021-03-17
HBANN,Declared,2021-03-31,0.0568,0.36725,1.469,2021-03-31
HBANO,Declared,2021-03-31,0.0615,0.390625,1.5625,2021-03-31
HBM,Declared,2021-03-08,0.0021,0.0079,0.015,2021-03-08
HBNC,Declared,2021-03-31,0.025,0.13,0.48,2021-03-31
HCA,Declared,2021-03-16,0.0038,0.48,0.7,2021-03-16
HCBN,Declared,2021-03-31,0.0318,0.19,0.85,2021-03-31
HCI,Declared,2021-02-18,0.0212,0.4,1.6,2021-02-18
HCKT,Declared,2021-03-25,0.0165,0.1,0.285,2021-03-25
HCSG,Declared,2021-02-25,0.028,0.20625,0.8125,2021-02-25
HD,Declared,2021-03-10,0.0213,1.65,6,2021-03-10
HEP,Declared,2021-02-01,0.122,0.35,1.7225,2021-02-01
HES,Declared,2021-03-16,0.0145,0.25,1,2021-03-16
HFBA,Declared,2021-03-11,0.0261,0.4,0.8,2021-03-11
HFBK,Declared,2021-02-25,0.0232,0.17,0.52,2021-02-25
HFRO-PR-A,Declared,2021-03-23,0.0516,0.3359375,1.34375,2021-03-23
HGLB,Declared,2021-03-23,0.1323,0.071,0.982,2021-03-23
HI,Declared,2021-03-16,0.0169,0.215,0.8525,2021-03-16
HIG,Declared,2021-02-26,0.0229,0.35,1.3,2021-02-26
HIG-PR-G,Declared,2021-04-29,0.0537,0.375,1.5,2021-04-29
HIHO,Declared,2021-02-26,0.0652,0.02,0.24,2021-02-26
HKMPY,Declared,2021-03-18,0.0147,0.68,0.919999999999999,2021-03-18
HKTTY,Declared,2021-05-10,0.0727,0.528499,0.909053,2021-05-10
HKXCY,Declared,2021-03-08,0.0147,0.575142,0.864401,2021-03-08
HL,Declared,2021-03-05,0.0021,0.00875,0.01375,2021-03-05
HL-PR-B,Declared,2021-03-12,0.064,0.875,3.5,2021-03-12
HLAN,Declared,2021-03-24,0.0241,0.627,2.28,2021-03-24
HLIO,Declared,2021-04-01,0.0037,0.09,0.27,2021-04-01
HLNE,Declared,2021-03-12,0.0138,0.3125,1.2125,2021-03-12
HLPPY,Declared,2021-05-03,0.0388,0.380483,0.490279,2021-05-03
HLUYY,Declared,2021-03-24,0.016,0.404435,0.606562,2021-03-24
HMLP,Declared,2021-01-28,0.1173,0.44,1.76,2021-01-28
HMN,Declared,2021-03-16,0.0278,0.31,1.2,2021-03-16
HMY,Declared,2021-04-15,0,0.072709,0,2021-04-15
HNGKY,Declared,2021-03-24,0.0423,0.8,1.1,2021-03-24
HNLGY,Declared,2021-05-03,0.0433,0.406278,0.528986,2021-05-03
HNORY,Declared,2021-03-30,0.0577,0.7755,1.23465,2021-03-30
HOFT,Declared,2021-03-16,0.0173,0.18,0.66,2021-03-16
HOG,Declared,2021-03-01,0.012,0.15,0.44,2021-03-01
HOSXF,Declared,2021-04-05,0,0.01177,0.01229,2021-04-05
HOSZY,Declared,2021-04-05,0,0.01177,0.01229,2021-04-05
HP,Declared,2021-05-14,0.0465,0.25,1.46,2021-05-14
HPE,Declared,2021-03-09,0.0305,0.12,0.48,2021-03-09
HPP,Declared,2021-03-18,0.0354,0.25,1,2021-03-18
HPQ,Declared,2021-03-09,0.0237,0.1938,0.722399999999999,2021-03-09
HRB,Declared,2021-03-15,0.0503,0.26,1.04,2021-03-15
HRC,Declared,2021-03-19,0.0079,0.24,0.88,2021-03-19
HRCR,Declared,2021-03-18,0.0052,4.4,17.6,2021-03-18
HRTG,Declared,2021-03-12,0.0205,0.06,0.24,2021-03-12
HSBC,Declared,2021-03-11,0,0.75,0,2021-03-11
HSII,Declared,2021-03-04,0.016,0.15,0.6,2021-03-04
HSNGY,Declared,2021-03-05,0.0442,0.361117,0.863997,2021-03-05
HT-PR-C,Declared,2021-03-18,0.0166,1.71875,0.4296875,2021-03-18
HT-PR-D,Declared,2021-03-18,0,1.625,0,2021-03-18
HT-PR-E,Declared,2021-03-18,0,1.625,0,2021-03-18
HTA,Declared,2021-03-31,0.0449,0.32,1.27,2021-03-31
HTLD,Declared,2021-03-19,0.0042,0.02,0.08,2021-03-19
HTLFP,Declared,2021-03-30,0.0345,0.4375,0.96736111,2021-03-30
HUM,Declared,2021-03-30,0.0062,0.7,2.5,2021-03-30
HUN,Declared,2021-03-12,0.0235,0.1625,0.65,2021-03-12
HUPHY,Declared,2021-02-17,0,0.198658,0.236933,2021-02-17
HURC,Declared,2021-03-26,0.0144,0.14,0.52,2021-03-26
HUTCY,Declared,2021-05-13,0.0375,0.100751,0.116664999999999,2021-05-13
HVT,Declared,2021-03-11,0.0205,0.22,0.77,2021-03-11
HVT-A,Declared,2021-03-11,0.019,0.2,0.72,2021-03-11
HWBK,Declared,2021-03-12,0.0227,0.13,0.49,2021-03-12
HWEN,Declared,2021-03-11,0.0152,0.04,0.16,2021-03-11
HYSNY,Declared,2021-03-09,0.0435,0.301779,0.37135,2021-03-09
IAUGY,Declared,2021-02-19,0.0167,0.27125,0.2999,2021-02-19
IBP,Declared,2021-03-12,0,0.3,0,2021-03-12
ICBK,Declared,2021-03-04,0.0123,0.1,0.31,2021-03-04
ICE,Declared,2021-03-16,0.0105,0.33,1.2,2021-03-16
ICFI,Declared,2021-03-25,0.0063,0.14,0.56,2021-03-25
IFF,Declared,2021-03-25,0.0222,0.77,3.04,2021-03-25
IFFT,Declared,2021-03-11,0.0627,0.75,3,2021-03-11
IHLDY,Declared,2021-03-18,0.0295,0.055529,0.094303,2021-03-18
IIIN,Declared,2021-03-11,0,0.03,0.12,2021-03-11
IIPR,Declared,2021-03-30,0.0233,1.32,4.47,2021-03-30
IIPR-PR-A,Declared,2021-03-30,0.0713,0.5625,2.25,2021-03-30
IIVIP,Declared,2021-03-12,0,3,5.8,2021-03-12
IMBBY,Declared,2021-02-18,0.1043,0.6560086,2.0753316,2021-02-18
IMO,Declared,2021-03-01,0.0268,0.1751,0.6614,2021-03-01
IMPUY,Declared,2021-03-18,0.0158,0.662949,0.305081999999999,2021-03-18
INBK,Declared,2021-03-30,0.0062,0.06,0.24,2021-03-30
INCPY,Declared,2021-05-13,0,0.096062,0,2021-05-13
INDOY,Declared,2021-05-05,0.0215,0.058035,0.278005,2021-05-05
INGR,Declared,2021-03-31,0.0276,0.64,2.54,2021-03-31
INSW,Declared,2021-03-10,0.0112,0.06,0.24,2021-03-10
INT,Declared,2021-03-25,0.0112,0.12,0.4,2021-03-25
INTC,Declared,2021-05-06,0.0206,0.3475,1.3375,2021-05-06
INTU,Declared,2021-04-09,0.0057,0.59,2.24,2021-04-09
IPAR,Declared,2021-03-12,0.0043,0.25,0.33,2021-03-12
IPB,Declared,2020-12-17,0.0513,0.756475,1.51295,2020-12-17
IPWLG,Declared,2021-03-12,0.046,1.15,4.6,2021-03-12
IPWLK,Declared,2021-03-12,0.0556,1.4125,5.65,2021-03-12
IPWLN,Declared,2021-03-12,0.0485,1.2,4.8,2021-03-12
IPWLO,Declared,2021-03-12,0.0474,1.05,4.2,2021-03-12
IPWLP,Declared,2021-03-12,0.0417,1,4,2021-03-12
IRM,Declared,2021-03-12,0.0691,0.6185,2.474,2021-03-12
IROQ,Declared,2021-03-25,0.0139,0.15,0.3,2021-03-25
IRPSY,Declared,2021-03-05,0,0.033163,0,2021-03-05
IRT,Declared,2021-03-31,0.036,0.12,0.54,2021-03-31
ISBA,Declared,2021-03-25,0.0489,0.27,1.08,2021-03-25
ISTR,Declared,2021-03-26,0.0115,0.07,0.25,2021-03-26
ITIC,Declared,2021-03-22,0.0104,0.44,1.76,2021-03-22
ITJTY,Declared,2021-04-30,0.0358,1.42694,1.128417,2021-04-30
ITRN,Declared,2021-03-22,0.0104,0.48,0.24,2021-03-22
ITT,Declared,2021-03-16,0.0078,0.22,0.676,2021-03-16
ITUB,Declared,2021-02-26,0.007,0.009058,0.033132,2021-02-26
ITW,Declared,2021-03-30,0.0202,1.14,4.42,2021-03-30
IVR-PR-A,Declared,2021-03-31,0.0779,0.484375,1.93754999999999,2021-03-31
IVR-PR-B,Declared,2021-03-04,0.081,0.4844,1.9376,2021-03-04
IVR-PR-C,Declared,2021-03-04,0.0773,0.46875,1.875,2021-03-04
J,Declared,2021-02-25,0.0046,0.21,0.57,2021-02-25
JBAXY,Declared,2021-04-16,0.0373,0.142761,0.475186999999999,2021-04-16
JBT,Declared,2021-03-05,0.0029,0.1,0.4,2021-03-05
JCI,Declared,2021-03-19,0.0172,0.27,1.04,2021-03-19
JCYGY,Declared,2021-05-26,0,0.68,1.55999999999999,2021-05-26
JHX,Declared,2021-02-18,0,0.7,0,2021-02-18
JJSF,Declared,2021-03-19,0.014,0.575,2.3,2021-03-19
JKHY,Declared,2021-03-05,0.0114,0.46,1.72,2021-03-05
JMHLY,Declared,2021-03-24,0.0267,1.28,1.72,2021-03-24
JNPR,Declared,2021-02-26,0.0313,0.2,0.8,2021-02-26
JOE,Declared,2021-03-05,0.0015,0.08,0.07,2021-03-05
JOUT,Declared,2021-04-14,0.0051,0.21,0.76,2021-04-14
JPM,Declared,2021-04-05,0.0235,0.9,3.6,2021-04-05
JRVR,Declared,2021-03-12,0.0249,0.3,1.2,2021-03-12
KAI,Declared,2021-04-13,0.0054,0.25,0.96,2021-04-13
KAMN,Declared,2021-03-15,0.0149,0.2,0.8,2021-03-15
KBAL,Declared,2021-03-24,0.0258,0.09,0.36,2021-03-24
KBCSY,Declared,2021-05-17,0,0.26697,0,2021-05-17
KDP,Declared,2021-03-31,0.0045,0.15,0.15,2021-03-31
KFRC,Declared,2021-03-11,0.0152,0.23,0.8,2021-03-11
KFY,Declared,2021-03-09,0.0063,0.1,0.4,2021-03-09
KGC,Declared,2021-03-02,0.0131,0.03,0.09,2021-03-02
KGTFY,Declared,2021-04-20,0.0584,0.18028,0.46407,2021-04-20
KGTHY,Declared,2021-04-16,0.0113,0.294137,0.271473,2021-04-16
KHC,Declared,2021-03-11,0.0413,0.4,1.6,2021-03-11
KIM,Declared,2021-03-09,0.0283,0.17,0.54,2021-03-09
KIM-PR-L,Declared,2021-03-31,0.0489,0.3203125,1.28125,2021-03-31
KIM-PR-M,Declared,2021-03-31,0.0497,0.328125,1.3125,2021-03-31
KIROY,Declared,2021-03-11,0.0526,0.917991,0.704177,2021-03-11
KKPNY,Declared,2021-04-16,0.0405,0.105421,0.140116,2021-04-16
KLIC,Declared,2021-03-24,0.0099,0.14,0.5,2021-03-24
KMB,Declared,2021-03-04,0.0318,1.14,4.28,2021-03-04
KMRSF,Declared,2021-03-25,0,0.702554,1.88949599999999,2021-03-25
KNCRY,Declared,2021-03-31,0.0387,0.213435,0.276225,2021-03-31
KNL,Declared,2021-03-12,0.0189,0.06,0.33,2021-03-12
KNOP,Declared,2021-01-28,0.1311,0.52,2.08,2021-01-28
KNX,Declared,2021-03-04,0.0071,0.08,0.32,2021-03-04
KNYJY,Declared,2021-03-03,0.0234,1.341337,0.94758,2021-03-03
KO,Declared,2021-03-12,0.032,0.42,1.64,2021-03-12
KPCPY,Declared,2021-04-19,0.0297,0.330851,0.555339,2021-04-19
KPELY,Declared,2021-04-28,0.0508,0.105461,0.388511,2021-04-28
KR,Declared,2021-05-13,0.0195,0.18,0.7,2021-05-13
KRC,Declared,2021-03-30,0.0291,0.5,1.97,2021-03-30
KREF,Declared,2021-03-30,0.0906,0.43,1.72,2021-03-30
KRG,Declared,2021-04-07,0.0297,0.17,0.5995,2021-04-07
KRO,Declared,2021-03-08,0.0493,0.18,0.72,2021-03-08
KRP,Declared,2021-01-29,0.1022,0.19,0.87,2021-01-29
KSS,Declared,2021-03-16,0.0115,0.25,0.704,2021-03-16
KSU,Declared,2021-03-05,0.0075,0.54,1.64,2021-03-05
KSU-PR,Declared,2021-03-05,0.0253,0.25,1,2021-03-05
KTB,Declared,2021-03-08,0.0188,0.4,0.96,2021-03-08
KTH,Declared,2021-04-28,0.0602,1,2,2021-04-28
KTHN,Declared,2021-03-15,0.0226,0.125,0.474,2021-03-15
KTN,Declared,2020-12-30,0.0603,1.025625,2.05125,2020-12-30
KTYB,Declared,2021-03-12,0.0193,0.19,0.72,2021-03-12
KW,Declared,2021-03-30,0.0422,0.22,0.88,2021-03-30
KWR,Declared,2021-04-15,0.0065,0.395,1.56,2021-04-15
LAD,Declared,2021-03-11,0.003,0.31,1.22,2021-03-11
LADR,Declared,2021-03-30,0.0781,0.2,0.94,2021-03-30
LAMR,Declared,2021-03-19,0.0251,0.75,2.5,2021-03-19
LANC,Declared,2021-03-08,0.0154,0.75,2.84999999999999,2021-03-08
LAND,Declared,2021-03-17,0.0283,0.04495,0.53775,2021-03-17
LANDM,Declared,2021-03-24,0.0055,0.104167,0.142361,2021-03-24
LANDO,Declared,2021-03-23,0.0244,0.125,0.625,2021-03-23
LBRDP,Declared,2021-03-30,0.0161,0.43750001,0.43750001,2021-03-30
LCII,Declared,2021-03-11,0.0194,0.75,2.8,2021-03-11
LCUT,Declared,2021-04-30,0.0113,0.0425,0.17,2021-04-30
LDOS,Declared,2021-03-12,0.0144,0.34,1.36,2021-03-12
LDSCY,Declared,2021-02-25,0.0165,0.081912,0.16338,2021-02-25
